"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
261196000,"2016-02-29 15:53:09 GMT",53.8957,14.26069,340.8,0.1,279,0,8121513,"PLANETA","SQMG",33,30,31,4,6,3.2,"BUOY TENDER","01-18 15:10"
231266000,"2016-02-29 15:53:16 GMT",62.23494,-6.63786,38.1,5.9,20,15,0,"BUGVIN","OW2178",30,9,7,2,4,4.6,"FISHERY","08-02 10:00"
357742000,"2016-02-29 15:53:06 GMT",53.33034,7.09748,254,9.2,254,0,9182289,"ORION LEADER","3FSG9",70,18,181,22,10,9.1,"DE BRV-DE EME","02-26 10:00"
245231000,"2016-02-29 15:53:13 GMT",51.81928,4.04252,32,0.1,311,0,9085467,"RUYTER","PGZJ",33,70,12,2,10,2.8,"STELLENDAM","02-26 21:00"
211377940,"2016-02-29 15:47:53 GMT",54.18178,12.08725,4.6,0,511,5,0,"SELENE"," DF3833",69,6,20,3,4,0.2,"","00-00 24:60"
477181900,"2016-02-29 15:50:47 GMT",35.60584,139.78328,259.9,0,324,5,9754769,"GLORY SHANGHAI","VROS4",71,108,33,16,9,7.7,"JP TYO R","02-29 17:30"
205446590,"2016-02-29 15:52:46 GMT",51.28182,4.35814,167.7,0.1,511,0,0,"VIVALDI","OT4465",99,85,0,4,5,2,"VLISSINGENOOST","02-12 15:30"
305714000,"2016-02-29 15:53:00 GMT",36.76012,-2.50198,213.4,10.8,216,0,9505584,"NBP STEAMER","V2QM8",70,90,17,15,3,8.1,"GREENORE","03-06 07:00"
413035370,"2016-02-29 15:52:31 GMT",29.80476,122.02695,22.5,0,511,0,0,"HAIXUN07112","",55,7,13,3,1,1.2,"","00-00 00:00"
256106000,"2016-02-29 15:47:33 GMT",38.97965,117.75387,155,0,7,5,9718571,"KIRAN CARIBBEAN","9HA3820",79,170,29,12,20,11.3,"XINGANG","02-29 02:15"
256392000,"2016-02-29 15:53:12 GMT",35.97978,14.80148,17.9,9.5,18,0,9694361,"QUARTZ","9HA3900",81,147,36,8,24,12.7,"AUGUSTA ORDER","02-29 23:00"
636014530,"2016-02-29 15:52:10 GMT",31.37083,121.58951,254.1,0,122,5,9456989,"ZIM ISTANBUL","A8UB3",72,187,75,12,20,10.5,"DA CHAN BAY","03-03 05:00"
210334000,"2016-02-29 15:53:02 GMT",51.96167,4.05181,331.8,0.1,82,5,8219463,"STANISLAV YUDIN","5BYM2",0,45,138,27,13,6.3,"ROTTERDAM","12-20 09:00"
211625490,"2016-02-29 15:53:16 GMT",53.51909,9.89024,271.2,0,511,0,0,"HERA","DD7966",79,100,0,0,10,3,"HBG-BUTZFLETH-HBG","11-04 00:00"
413693230,"2016-02-29 15:53:17 GMT",35.3227,119.59365,115.9,9.2,511,0,0,"HONG XIANG 59","BVCY 8",70,94,20,7,9,5.5,"RZ","02-29 13:00"
319662000,"2016-02-29 15:53:07 GMT",18.45992,-66.09026,284.1,0,277,0,1006881,"HAMPSHIRE","ZCGA2",37,15,45,5,5,3,"SAN_JUAN","02-25 15:30"
367323350,"2016-02-29 15:52:21 GMT",29.78939,-93.32375,106.2,0,511,0,9111266,"MS EMILY","WDE2315",69,10,60,10,4,2.9,"CAMERON","02-10 00:00"
244710312,"2016-02-29 15:52:41 GMT",53.31812,6.93741,276.8,0,511,1,0,"NAUTRANS","PB4473",79,70,10,5,3,2.7,"","02-28 15:34"
244670292,"2016-02-29 15:52:40 GMT",52.9528,4.78185,222.4,2.8,511,8,0,"GULF MAR","PI3604",99,22,9,2,3,0,"","09-09 20:14"
431002022,"2016-02-29 15:53:16 GMT",35.5754,140.06161,46.5,0.3,511,0,9602007,"HYPER ECO","JD3119",70,68,9,3,9,4.7,">JP CHB   OFF","02-29 09:15"
431600477,"2016-02-29 15:52:39 GMT",34.60517,135.41001,237,0.2,323,0,9147033,"HOURYUMARU","JM6463",70,63,11,9,3,3.9,">JP OSA 5 J2","03-01 00:00"
232003529,"2016-02-29 15:53:15 GMT",53.42451,-3.00235,31.5,0,511,0,9057886,"ASHGARTH","MYYT5",52,14,22,5,5,4,"LIVERPOOL","00-00 24:60"
378111146,"2016-02-29 15:51:45 GMT",49.29473,-123.1324,172,0,220,5,0,"ORION","ZJL5600",37,19,19,4,4,2.5,"VANCOUVER BC","09-29 12:10"
538003140,"2016-02-29 15:51:57 GMT",33.63032,130.26801,84.2,0.4,342,1,9507441,"FU YING","V7OR4",70,66,15,6,8,5.8,">KR YOS/WM","02-29 15:00"
367378960,"2016-02-29 15:51:48 GMT",29.7034,-95.01891,58.1,0,225,5,9424376,"EVELENA","WDE6338",52,15,15,7,5,6.4,"US^HOU<>HOU","00-00 24:60"
316001464,"2016-02-29 15:49:26 GMT",49.17544,-122.91641,360,0,511,0,0,"JUDY LEE","",0,7,8,3,2,0,"","00-00 00:00"
205291190,"2016-02-29 15:53:06 GMT",48.97509,2.00208,174.2,5.4,511,15,0,"MURANO","OT2911",70,80,15,4,6,0,"FRLEHVN112CITYX00048","05-24 17:31"
477905000,"2016-02-29 15:41:48 GMT",1.27125,103.88028,279.9,0.1,50,1,9286944,"KAITI HILL","VRZN4",79,150,21,16,11,6,"ID KTJ","03-02 20:00"
257099900,"2016-02-29 15:41:16 GMT",59.06716,5.42636,264.1,0.1,511,0,0,"SCALLOP","LF5244",30,6,4,1,3,0,"","00-00 00:00"
367340440,"2016-02-29 15:51:52 GMT",29.78457,-95.09361,174,0,254,0,0,"JEFF BRUMFIELD","WDE3528",31,5,22,4,5,3.2,"CORPUS CHRISTYH","01-11 12:00"
412448350,"2016-02-29 15:53:00 GMT",24.37899,118.10218,303.6,0.4,511,1,0,"CHENG GONG 61","BVEV2",70,70,26,7,7,3.2,"SONG XIA","03-01 09:00"
235109172,"2016-02-29 15:52:01 GMT",50.79874,-1.12027,288.9,0,511,0,0,"GRACE","2IEX7",36,12,1,1,4,0,"","00-00 00:00"
367003370,"2016-02-29 15:53:16 GMT",29.5352,-90.81965,265.8,6,511,2,1046028,"GREGORY","WDF2419",70,0,0,0,0,0,"HOUMA","02-29 06:00"
362026000,"2016-02-29 15:47:44 GMT",10.37036,-61.52475,58.7,9.7,511,0,0,"NEC LEGACY","9YGO",52,10,6,3,2,2.5,"PT LISAS","01-01 01:01"
211242880,"2016-02-29 15:51:18 GMT",53.54303,9.98215,355.1,0,227,5,0,"BRANDDIREKT KRUEGER","DA3090",99,11,12,5,1,2,"","01-01 01:00"
412047610,"2016-02-29 15:52:15 GMT",31.48436,121.39401,116.1,0,340,5,0,"HAI GANG 18","BTJN",52,16,20,4,6,4,"","00-00 24:60"
244700229,"2016-02-29 15:53:14 GMT",47.58577,7.59768,204.1,0,511,0,0,"DINA","PF8980",79,99,11,6,5,3.3,"KEHL","01-19 07:00"
413793442,"2016-02-29 15:49:49 GMT",31.4006,121.52329,3.3,5,511,0,0,"HUAWEI98","",70,38,14,6,7,0,"","00-00 00:00"
257210740,"2016-02-29 15:53:16 GMT",58.86965,5.56409,360,0,511,0,0,"KURTI","LF411Z",30,2,9,2,2,0,"","00-00 24:60"
211474450,"2016-02-29 15:53:12 GMT",51.87768,4.25295,106.3,0,511,0,0,"SCHLOSSFONTAINEBLEAU","DJ2238",80,81,12,8,4,2.8,"ANTWERPE","02-23 08:44"
273358130,"2016-02-29 15:52:45 GMT",69.03584,33.04508,272.4,0,184,1,9390317,"RN MAGELLAN","UDXN",80,78,21,8,7,5.8,"MURMANSK","02-22 11:00"
314238000,"2016-02-29 15:53:16 GMT",53.836,9.341,136,15.6,133,0,9114787,"ECL CHALLENGER","8PTT",79,85,20,8,8,6,"HAMBURG","02-29 21:00"
244710664,"2016-02-29 15:53:10 GMT",52.37628,6.1063,257.3,5.8,255,0,0,"AMIGO","C673",52,10,14,3,3,2,"NLRTM102C1DOCKX00002","00-00 00:00"
247314200,"2016-02-29 15:51:10 GMT",44.40527,8.87746,279.3,0,285,5,9578969,"JOLLY PERLA","ICQK",71,174,66,9,29,0,"GENOVA","02-28 16:00"
219456000,"2016-02-29 15:52:34 GMT",54.02443,7.01095,159,0,87,5,9646481,"SEA.INSTALLER","OYPY2",90,24,108,22,17,6.5,"GODEWIND WP","02-19 05:00"
367134300,"2016-02-29 15:52:56 GMT",29.24382,-93.17888,333,0.2,511,0,0,"DIAMOND CUTTER","WDD3656",0,15,15,3,4,0,"EC381","02-18 23:30"
412043580,"2016-02-29 15:46:39 GMT",31.47124,121.41418,81.2,0,511,0,0,"SAN HANG SHA ZHUANG3","",22,46,26,10,15,0,"","00-00 00:00"
228190900,"2016-02-29 15:52:33 GMT",57.82576,6.91864,306.6,11.9,303,0,0,"F/V ANDRE LEDUC","FMAU",30,14,30,9,2,6.4,"NORTH SEA","03-01 05:00"
235102691,"2016-02-29 15:51:25 GMT",53.62732,7.15982,23.4,0,301,5,0,"BULL BAY","2HDH3",40,13,13,4,4,1.4,"BKR01WINDFARM","02-28 15:00"
244790030,"2016-02-29 15:52:27 GMT",51.66946,7.72016,20.4,0,511,0,0,"DELTA","PD9655",79,0,0,0,0,2.9,"DEBKN03913GATCN00220","00-00 00:00"
235083166,"2016-02-29 15:49:41 GMT",53.32146,-2.94735,306,0,511,0,0,"MSC VICEROY","MGZF8",52,9,20,2,6,0,"","00-00 00:00"
264162429,"2016-02-29 15:44:04 GMT",44.14974,28.65547,283.1,0,511,0,0,"EURORIVER 3","",52,2,16,5,5,1.8,"CONSTANTA","09-29 12:00"
211515840,"2016-02-29 15:52:46 GMT",50.11576,8.92126,9.2,0,511,0,0,"JEANDINE","DH2708",80,97,13,5,6,0,"DUISBURG","02-09 13:26"
372372000,"2016-02-29 15:52:49 GMT",38.04216,23.52895,230.1,0,120,5,9425758,"BULK TITAN","3FGP3",70,162,27,20,12,11.3,"GR ELE","02-27 07:00"
667919000,"2016-02-29 15:53:10 GMT",54.02162,6.1536,256.1,0.9,305,0,7327938,"PELICAN (GUARD)","9LD2220",90,23,4,3,5,3.5,"GEMINIWINDFARM GUARD","02-24 02:00"
367181280,"2016-02-29 15:45:28 GMT",47.65814,-122.37809,338.1,0,511,5,0,"FIREBOAT 1","",51,0,0,0,0,0,"","00-00 00:00"
228067600,"2016-02-29 15:40:39 GMT",5.27374,-4.02037,146.9,0.1,232,1,9339428,"BOURBON PERIDOT","FIUV",90,10,81,10,9,5.8,"ABIDJAN","02-29 06:30"
219016351,"2016-02-29 15:52:16 GMT",57.59855,11.79292,324.3,0,139,0,0,"DELIVERER","OUSY2",90,7,8,3,2,0.8,"DONSO","09-24 07:00"
372747000,"2016-02-29 15:50:32 GMT",32.64825,-117.11607,349,0,252,5,9381249,"CYGNUS LEADER","3EKK5",79,19,180,10,22,8.3,"US SAN","02-29 00:01"
600013751,"2016-02-29 15:53:11 GMT",39.94516,119.71969,168.4,0,511,0,0,"BO AO 5","",70,80,10,9,6,1,"","00-00 00:00"
231049000,"2016-02-29 15:50:06 GMT",62.11219,-6.72651,10,0,90,7,9255232,"TUMMAS T.","XPKF",30,0,0,0,0,7.5,"RUNAVIK","02-05 06:00"
413695380,"2016-02-29 15:50:10 GMT",39.93182,119.69757,294.1,0,74,5,0,"XIN QIANG LIAN","BVFI5",70,120,15,14,5,4.6,"Q H D","02-28 16:00"
244620946,"2016-02-29 15:53:16 GMT",51.86551,4.27588,85.5,5.3,511,0,0,"VEERHAVEN IX","PC5205",79,268,1,8,14,4,"SCHWELGERN","03-01 20:00"
367003410,"2016-02-29 15:53:09 GMT",29.56175,-90.71363,125.1,0,204,12,0,"ISIDORE","WDF2421",52,0,0,0,0,3.6,"TTG BATON ROUGE","12-02 20:30"
211500420,"2016-02-29 15:47:01 GMT",51.88069,6.00421,74,5.3,511,0,0,"EDGAR JAEGERS","DC4901",80,94,15,5,6,2.4,"DEDUI03900CITYX07810","07-02 20:13"
209366000,"2016-02-29 15:51:30 GMT",5.21676,-4.04947,124.5,0,217,1,9004504,"SZAFIR","5BFC3",79,97,16,9,9,5.3,"ABIDJAN","02-29 12:00"
244740743,"2016-02-29 15:53:08 GMT",51.7956,4.62344,185.5,6.1,511,0,0,"HEBOCAT 10","PG5888",54,7,6,2,2,1,"","00-00 24:60"
601202300,"2016-02-29 15:53:15 GMT",-33.91906,18.45063,199,0.1,511,15,9658032,"DAMEN SHIPYARD CT","ZR4589",40,20,32,4,5,0,"","00-00 00:00"
240891000,"2016-02-29 15:50:43 GMT",29.26685,-93.70373,214,0,136,1,9414022,"MARAN ATLAS","SVAQ7",80,200,44,13,29,8.6,"BEAUMONT,USA","02-06 14:00"
244670152,"2016-02-29 15:52:58 GMT",51.88432,4.29086,253.4,0,511,0,0,"ARCTIC","PD4235",80,109,1,5,5,3,"ROTTERDAM","02-25 08:00"
412374640,"2016-02-29 15:49:35 GMT",31.22979,121.49484,360,0.2,511,5,0,"CHUANZHANG3","0000000",60,15,32,11,9,2.8,"SHILIUPUU","02-29 22:29"
244820824,"2016-02-29 15:53:08 GMT",51.89883,4.43048,360,0.1,511,0,0,"RVE 6","PH3906",99,3,13,2,2,0,"","00-00 24:60"
244710041,"2016-02-29 15:45:02 GMT",52.84108,5.70955,0,0,511,5,0,"AVANTI","PH6239",69,28,3,3,3,0.2,"ENKHUIZEN","04-13 15:30"
412303540,"2016-02-29 15:52:53 GMT",38.98531,117.72205,250.7,0,24,5,0,"HAIYANGGONGCHENG1201","BSEP",52,13,65,12,7,6.3,"CFD","02-19 09:00"
247088540,"2016-02-29 15:53:14 GMT",17.0033,-61.7207,72.4,4.7,511,0,0,"CIUBE","",36,0,0,0,0,0,"","00-00 00:00"
244114000,"2016-02-29 15:53:16 GMT",54.55564,11.23536,134.2,9.8,146,0,9115975,"LADY MATHILDE","PFWF",71,74,14,7,5,5.1,"OXELOSUND VIA NOK","03-02 06:00"
414027000,"2016-02-29 15:47:57 GMT",22.30124,114.08454,175.4,0,105,1,9590993,"JIN HAI ZHENG","BVLC",70,170,20,20,12,8.4,"HONG KONG","02-28 11:00"
256505000,"2016-02-29 15:39:55 GMT",1.28792,104.00859,140.3,0,67,1,9712620,"SIBAL","9HA3933",70,154,26,19,10,6,"SG.SIN PEBGC","02-25 10:30"
316005845,"2016-02-29 15:53:11 GMT",49.29049,-123.06057,125.2,0,511,0,0,"SMIT APACHE","",52,6,9,3,3,4,"FRASER RIVER","00-00 00:00"
412431710,"2016-02-29 15:53:13 GMT",38.98706,117.72553,294,2.5,123,0,999999999,"AN FENG 19","BKSS2",70,65,16,7,6,5.2,"TIAN JIN","02-29 09:00"
244730059,"2016-02-29 15:53:13 GMT",51.21794,3.80474,10.3,7.8,511,0,0,"SPES 2","PH3119",52,3,19,3,2,0,"DUN BERG","00-00 24:60"
256639000,"2016-02-29 15:53:16 GMT",51.96349,4.0678,109,10.3,106,5,9277400,"OELAND","9HZJ8",71,0,0,0,0,7.4,"ROTTERDAM","02-27 05:00"
270316000,"2016-02-29 15:49:39 GMT",53.52885,10.05811,0,0,511,0,0,"LABE 3","OL8603",99,65,15,3,7,0,"A","00-00 00:00"
477440700,"2016-02-29 15:52:11 GMT",49.19047,-122.91118,137,0,24,5,9267089,"COOK STRAIT","VRAE5",70,148,27,11,18,9.1,"NEW WESTMINSTER CA","02-25 23:00"
567468000,"2016-02-29 15:50:35 GMT",35.44793,139.6624,215.9,0,33,5,9465394,"FREDENSBORG","HSB4733",70,124,14,9,11,4.9,"JP YOK","02-27 03:30"
412441720,"2016-02-29 15:52:50 GMT",23.09735,113.3991,0,0,301,0,9216743,"EN PENG","BVXO",70,67,12,3,10,0,"","00-00 00:00"
205393190,"2016-02-29 15:53:15 GMT",51.38793,3.77788,342.5,0,511,0,0,"AMELIE 1","OT3931",80,99,11,7,5,2.8,"R/44%2$!-","00-00 24:60"
261003720,"2016-02-29 15:51:50 GMT",54.36809,18.78011,314.1,0,511,0,0,"WIATR","SPLT",51,14,1,3,1,0,"","00-00 00:00"
241417000,"2016-02-29 15:49:41 GMT",37.91541,23.088,226.6,0.7,511,5,9371000,"SEKAVIN","SVA6671",52,5,22,4,5,4,"PERAMA","01-03 16:00"
211487450,"2016-02-29 15:51:57 GMT",53.25257,6.52393,295.2,5.4,511,0,0,"EILTANK 47","DA8741",20,95,15,7,5,0,"NLXXX9988TDOCKX00000","08-17 19:53"
235090741,"2016-02-29 15:51:53 GMT",54.15349,12.10758,344.3,0,339,5,0,"WINDCAT 28","2FFD4",40,4,14,3,3,2.1,"ROSTOCK<>WF BALTIC2","02-18 17:30"
229192000,"2016-02-29 15:52:08 GMT",57.69177,11.8999,198,0,52,5,9318230,"PALLAS GLORY","9HA3138",80,69,24,11,3,5.5,"GOTEBORG","02-29 06:00"
273447200,"2016-02-29 15:45:49 GMT",59.87582,30.22165,216,0,511,0,0,"SLV-012","SLV-012",89,15,13,6,2,0,"","00-00 00:00"
211428750,"2016-02-29 15:53:02 GMT",51.889,4.62154,250.2,6.9,511,0,0,"CHRISTOPH","DA5378",80,71,15,7,3,0.3,"DELIG03912CITYX01450","00-00 00:00"
431004957,"2016-02-29 15:44:26 GMT",35.59476,140.1024,260.3,0,213,5,9691242,"TSUKASA","JD3561",80,77,27,13,3,5.4,"JP CHB 3","02-29 13:45"
211283830,"2016-02-29 15:53:09 GMT",53.70464,7.70522,359.4,6.5,0,10,8016897,"SPIEKEROOG1","DCFX",60,17,31,5,5,1.3,"SPIEKERO","04-27 14:45"
412440973,"2016-02-29 15:53:11 GMT",24.8768,118.95018,0,0,511,0,0,"ZHONGGUOYUZHENG35388","0000000",55,12,23,1,5,1.8,"QUAN ZHOU","01-19 12:00"
258714000,"2016-02-29 15:53:12 GMT",51.2794,4.33964,245.4,0,186,8,9375977,"NORDIC SUND","LAIR6",82,73,16,7,7,5.7,"BERTH 501 ANTWERP","02-29 16:00"
538090223,"2016-02-29 15:52:57 GMT",53.52769,8.14925,315.1,0,211,5,9138135,"PURPLE    BEACH","V7FK3",70,174,18,14,13,10.3,"WILHELMSHAVEN","08-20 06:00"
258709000,"2016-02-29 15:53:06 GMT",63.69356,10.88981,238.2,10,237,0,9173563,"HAGLAND BORG","LAXW7",70,73,15,3,10,5.5,"TRONDHEIM","02-29 18:30"
228893000,"2016-02-29 15:38:44 GMT",47.75892,-4.29863,24.6,8.1,23,7,0,"LE COMMODORE","FPNE",90,5,10,3,3,0,"","00-00 24:60"
477948800,"2016-02-29 15:50:09 GMT",1.28488,103.75876,341,0.6,301,5,9704647,"YM WARMTH","VROO5",70,144,224,31,20,15.6,"SGSIN WBGA","02-29 06:00"
413464850,"2016-02-29 15:53:04 GMT",23.35143,116.71951,0,0,511,0,0,"HUI JIN QIAO 189","",94,0,0,0,0,3.2,"SHE .KOU.","01-28 09:50"
413972007,"2016-02-29 15:52:59 GMT",22.97761,113.50962,22.4,0,511,0,0,"YUEZHONGSHANHUO033","",70,65,8,5,10,0,"","00-00 00:00"
224706000,"2016-02-29 15:52:35 GMT",14.68624,-17.43198,98.8,0,511,0,0,"RELEIXO","EBRL",30,0,0,0,0,4,"DAKAR","11-03 19:40"
247362100,"2016-02-29 15:50:55 GMT",37.03165,14.24941,309.6,0,316,5,0,"DOMINUS","IJJL2",54,5,11,2,3,2,"GELA","01-30 20:00"
235004692,"2016-02-29 15:53:07 GMT",52.00699,1.19308,126.3,0,511,0,0,"ALBACYGNA","",0,0,0,0,0,0,"","00-00 00:00"
211611440,"2016-02-29 15:52:37 GMT",52.16635,6.35187,268.2,5.8,511,0,0,"IDUNA","DC2977",79,67,13,2,6,2.5,"LOCHEM","02-29 18:50"
273338250,"2016-02-29 15:50:08 GMT",59.90898,30.23019,360,0,348,5,9210335,"GEORGIY USHAKOV","UHEG",70,90,18,9,9,3.9,"ST.PETERSBURG","02-13 05:30"
211437270,"2016-02-29 15:53:10 GMT",53.54165,9.8634,328.5,0,281,0,0,"HAFENCITY","DA2451",69,25,4,4,4,0,"","00-00 24:60"
367024280,"2016-02-29 15:50:02 GMT",39.896,-75.14233,322.9,0,511,0,7436739,"FIRST COAST","WCR9075",52,0,0,0,0,4,"JAX FL","09-14 12:00"
416000105,"2016-02-29 15:52:06 GMT",22.58449,120.29338,0,0,511,0,0,"CHANG YI","BR3135",70,0,0,0,0,0,"","00-00 00:00"
236111979,"2016-02-29 15:51:06 GMT",53.17692,8.56685,327.6,0,298,5,9662978,"FUGRO HELMERT","ZDNM8",33,21,20,6,4,2.8,"BREMEN","01-26 14:00"
244700312,"2016-02-29 15:52:59 GMT",51.27921,4.36546,83.8,0,511,0,0,"MICHAELANGELO","PD2483",79,125,10,8,3,1,"HENDRIK IDO AMBACHT","01-31 20:20"
414755000,"2016-02-29 15:52:59 GMT",24.37226,118.75162,51.1,8.1,52,0,9672870,"ZHONGHAIHUARUN 1","BPXO",70,193,32,12,20,7.2,"QHD","03-04 11:00"
367611680,"2016-02-29 15:44:31 GMT",32.15932,34.79234,4.9,0,511,0,0,"DANIRIS","",36,12,5,5,0,0,"","00-00 00:00"
413354870,"2016-02-29 15:51:01 GMT",23.32583,116.82407,48.7,5.9,511,0,0,"XIN  WANG  788","",70,40,14,3,6,0,"","00-00 00:00"
566930000,"2016-02-29 15:53:01 GMT",1.29574,103.93313,334.9,0.1,60,0,9662679,"ENDEAR","9V5729",80,51,9,8,3,4,"AEBC","02-26 23:35"
353428000,"2016-02-29 15:50:40 GMT",37.77185,-122.36103,217.6,0.1,155,1,9467407,"MSC LAUREN","3FZR5",73,146,220,32,16,12.7," OAKLAND","02-29 03:45"
538003025,"2016-02-29 15:49:55 GMT",22.54095,120.33683,200,0,235,5,9379143,"FIDELITY N","V7NV3",80,150,33,20,12,12.2,"KAO-HSIUNG","02-29 14:00"
565316000,"2016-02-29 15:52:37 GMT",1.26233,103.91731,211.4,0.1,56,1,9728435,"DIAMOND FAITH","9V3824",80,213,37,14,30,8.7,"SINGAPORE,E-OPL","02-28 13:45"
211511900,"2016-02-29 15:53:05 GMT",51.87574,4.2731,360,0,511,0,0,"RELATIONSHIP","DB2696",80,100,10,6,5,15,"ROTTERDAM","02-14 00:28"
232002833,"2016-02-29 15:53:07 GMT",50.28728,-4.2327,28.3,7,31,0,8949707,"NATO WARSHIP","",35,23,30,3,9,2.4,"","00-00 24:60"
431004009,"2016-02-29 15:47:29 GMT",35.51099,139.84605,250.3,0.2,355,1,9652636,"KOWA MARU NO.8","JD3441",70,54,15,2,8,3.8,">JP KWS OFF","02-29 05:00"
273345920,"2016-02-29 15:53:15 GMT",45.27183,36.42961,14.6,0,15,0,0,"RT-612","UBBF5",52,6,25,2,6,1.5,"KERCH-TUZLA-KERCH","11-25 10:00"
240864000,"2016-02-29 15:50:36 GMT",58.8823,-3.04023,255.9,0.1,188,1,9389071,"SCORPIO","SVAO7",81,209,35,20,22,12.3,"SCAPA FLOW","02-29 10:30"
244110864,"2016-02-29 15:53:06 GMT",52.35825,4.89122,360,0,511,0,0,"AMSTEL JADE","PH6115",69,3,17,3,1,1.6,"AMSTERDAM","00-00 24:60"
413479910,"2016-02-29 15:52:58 GMT",22.92345,113.5668,149.9,0,511,0,0,"YUE AN YUN 68","BRVX",70,75,23,8,8,5.9,"SHATIAN","02-26 06:00"
205569000,"2016-02-29 15:53:04 GMT",22.65777,120.21357,244,0,342,1,9519767,"MINERAL NEW YORK","ONGI",70,246,46,31,14,8.7,"KAO-HSIUNG","02-16 10:00"
256277000,"2016-02-29 15:50:40 GMT",37.9611,23.57225,360,0,511,0,0,"SPIRIT OF FORTITUDE","9HB4290",37,27,6,4,4,0,"","00-00 00:00"
244670946,"2016-02-29 15:53:08 GMT",51.2741,3.84103,7.7,5,511,15,0,"VINCITA","PF-2969",79,31,8,1,4,0,"","00-00 24:60"
212557000,"2016-02-29 15:50:45 GMT",22.32454,114.12402,251.2,0,73,5,9360257,"PROTOSTAR N","C4TF2",71,207,15,15,15,9.7,"HKHKG","02-29 14:00"
205086000,"2016-02-29 15:53:13 GMT",51.33612,3.81561,275.2,0,165,0,8409306,"GENT","ORLS",52,8,25,5,5,4.3,"HARBOUR TOWAGE","01-12 16:09"
205423290,"2016-02-29 15:53:13 GMT",51.2481,4.3505,111.4,0,511,0,0,"RENE19","OT4232",80,69,14,6,4,2.1,"ROTTERDAM","02-24 18:00"
432543000,"2016-02-29 15:53:06 GMT",35.45085,139.65881,294,0.1,210,0,9380958,"SHOYO MARU","JD2209",52,17,16,4,6,4.2," JP YOK Y","02-27 14:00"
244710477,"2016-02-29 15:51:07 GMT",52.56092,5.91573,0,0,511,5,0,"ZUIDERZON","PI5152",0,33,1,2,4,0.1,"KAMPEN;:_-=","05-07 23:59"
309553000,"2016-02-29 15:53:16 GMT",57.25014,11.59094,335.9,13.8,337,0,9339624,"HANDYTANKERS GLORY","C6WH4",80,135,36,9,18,11.7,"CANARY ISLANDS","03-08 00:01"
413506540,"2016-02-29 15:52:47 GMT",39.8838,119.71092,184.6,7.6,184,0,0,"XINHAIYANG5","",80,40,13,4,5,0,"","00-00 00:00"
525003485,"2016-02-29 15:52:51 GMT",1.26628,103.83047,360,0.1,511,0,9704336,"TB.CAPRICORN 106","YDB4761",52,0,0,0,0,0,"","01-01 01:01"
503772700,"2016-02-29 15:48:01 GMT",-43.14785,147.29005,0,0.1,511,0,0,"ALLUSIVE 111","VJT6362",36,14,0,4,0,0,"","00-00 00:00"
244690990,"2016-02-29 15:53:16 GMT",51.9129,4.41455,0,0,511,0,0,"FELICIA","PI2047",89,74,12,6,4,0,"NEUSS","07-06 22:00"
376083000,"2016-02-29 15:50:18 GMT",52.40611,4.86972,70.8,0,189,5,9240732,"FIGARO","J8B4640",70,70,10,6,5,3.1,"AMSTERDAM","02-25 21:00"
224440330,"2016-02-29 15:53:08 GMT",39.56324,2.63689,296,0,511,0,9443279,"R_SOFIA","EBYW",52,12,12,5,5,4.7,"PALMA","10-29 08:42"
413328460,"2016-02-29 15:51:24 GMT",19.72285,109.12641,58.2,0.1,77,1,0,"WAN HUA 3","BBDW",80,56,32,7,6,3.6,"YANG PU","02-26 03:00"
357527000,"2016-02-29 15:50:31 GMT",35.4925,139.7605,142,0,331,5,9119153,"TAI SHAN","3FOI3",70,95,20,8,12,6.6,"JP\KWS","02-29 04:00"
367379670,"2016-02-29 15:53:15 GMT",39.90852,-75.12253,224.9,0,511,0,9549530,"REID MCALLISTER","WDE6394",90,12,12,3,6,3.1,"CAMDEN,NJ","11-27 15:00"
210505000,"2016-02-29 15:53:06 GMT",52.32152,3.86652,351.5,15.4,352,0,9440588,"PENGALIA","5BAP2",71,115,14,10,10,7.7,"OSLO","03-02 01:00"
244630858,"2016-02-29 15:53:03 GMT",51.11702,3.75091,221.2,6.7,511,0,0,"EMRI","PB2162",79,63,10,6,2,0,"NLBRS131G10047200005","00-00 24:60"
525012053,"2016-02-29 15:48:25 GMT",-3.46775,114.50216,179.6,3.3,511,15,0,"TB TEGUH","YDA6515",52,3,24,4,5,3,"BANJARMASIA","00-00 00:00"
367479530,"2016-02-29 15:53:11 GMT",30.06071,-93.35421,225.8,0.1,511,0,0,"CULLEN","WDF6949",31,10,9,3,3,2.9,"HOUSTON\TX","02-08 19:00"
244650792,"2016-02-29 15:53:16 GMT",51.92283,4.22824,142.7,6.8,511,0,0,"ZWALUW","PD9033",79,50,15,5,2,2.5,"DEN HAAG","00-00 24:60"
304021000,"2016-02-29 15:50:57 GMT",53.46323,5.0208,63,7.9,66,0,9195406,"HELENE G","V2GO2",70,73,9,3,9,5.3,"MUUGA VIA NOK","03-04 19:00"
664543000,"2016-02-29 15:53:13 GMT",-20.15083,57.48607,84.9,0,188,0,0,"HSIANG FA NO26","S7SB",0,0,0,0,0,0,"","00-00 00:00"
